samples,successful_evasions,attack_success_rate,mean_clean_malicious_probability,mean_attacked_malicious_probability,mean_confidence_drop,mean_changed_features,mean_changed_feature_fraction,mean_l2,mean_linf,maximum_linf_observed,fixed_feature_max_change,eligible_feature_max_change,model,attack,epsilon,seed,perturbable_features
1000,36,0.036,0.9740826374032472,0.9474460874013464,0.026636550001900895,21.677,0.11290104166666667,0.2173287351548246,0.05000000000000005,0.05000000000000071,0.0,0.05000000000000071,mlp,constraint_aware_FGSM,0.05,42,27
1000,62,0.062,0.9740826374032472,0.9260149270286233,0.04806771037462383,21.677,0.11290104166666667,0.4321465555441772,0.10000000000000009,0.10000000000000142,0.0,0.10000000000000142,mlp,constraint_aware_FGSM,0.1,42,27
1000,88,0.088,0.9740826374032472,0.8909565054744079,0.08312613192883929,21.677,0.11290104166666667,0.8518852272545026,0.20000000000000015,0.20000000000000018,0.0,0.20000000000000018,mlp,constraint_aware_FGSM,0.2,42,27
1000,38,0.038,0.9740826374032472,0.9452694909785876,0.028813146424659535,21.506,0.11201041666666665,0.2143346350454236,0.05000000000000005,0.05000000000000071,0.0,0.05000000000000071,mlp,constraint_aware_PGD,0.05,42,27
1000,76,0.076,0.9740826374032472,0.9173651744586139,0.056717462944633396,21.291,0.110890625,0.41864694208955633,0.10000000000000009,0.10000000000000142,0.0,0.10000000000000142,mlp,constraint_aware_PGD,0.1,42,27
1000,136,0.136,0.9740826374032472,0.8606897141750994,0.11339292322814787,21.023,0.10949479166666667,0.8046269049675562,0.20000000000000015,0.20000000000000018,0.0,0.20000000000000018,mlp,constraint_aware_PGD,0.2,42,27
